Date,Open,High,Low,Close
12-10-2022,17025.55078,17142.34961,16960.05078,17123.59961
13-10-2022,17087.34961,17112.34961,16956.94922,17014.34961
14-10-2022,17322.30078,17348.55078,17169.75,17185.69922
17-10-2022,17144.80078,17328.55078,17098.55078,17311.80078
18-10-2022,17438.75,17527.80078,17434.05078,17486.94922
19-10-2022,17568.15039,17607.59961,17472.84961,17512.25
20-10-2022,17423.09961,17584.15039,17421,17563.94922
21-10-2022,17622.84961,17670.15039,17520.75,17576.30078
24-10-2022,17736.34961,17777.55078,17707.40039,17730.75
25-10-2022,17808.30078,17811.5,17637,17656.34961
27-10-2022,17771.40039,17783.90039,17654.5,17736.94922
28-10-2022,17756.40039,17838.90039,17723.69922,17786.80078
31-10-2022,17910.19922,18022.80078,17899.90039,18012.19922
01-11-2022,18130.69922,18175.80078,18060.15039,18145.40039
02-11-2022,18177.90039,18178.75,18048.65039,18082.84961
03-11-2022,17968.34961,18106.30078,17959.19922,18052.69922
04-11-2022,18053.40039,18135.09961,18017.15039,18117.15039
07-11-2022,18211.75,18255.5,18064.75,18202.80078
09-11-2022,18288.25,18296.40039,18117.5,18157
10-11-2022,18044.34961,18103.09961,17969.40039,18028.19922
11-11-2022,18272.34961,18362.30078,18259.34961,18349.69922
14-11-2022,18376.40039,18399.44922,18311.40039,18329.15039
15-11-2022,18362.75,18427.94922,18282,18403.40039
16-11-2022,18398.25,18442.15039,18344.15039,18409.65039
17-11-2022,18358.69922,18417.59961,18312.94922,18343.90039
18-11-2022,18382.94922,18394.59961,18209.80078,18307.65039
21-11-2022,18246.40039,18262.30078,18133.34961,18159.94922
22-11-2022,18179.15039,18261.84961,18137.69922,18244.19922
23-11-2022,18325.19922,18325.40039,18246,18267.25
24-11-2022,18326.09961,18529.69922,18294.25,18484.09961
25-11-2022,18528.44922,18534.90039,18445.09961,18512.75
28-11-2022,18430.55078,18614.25,18365.59961,18562.75
29-11-2022,18552.44922,18678.09961,18552.15039,18618.05078
30-11-2022,18625.69922,18816.05078,18616.55078,18758.34961
01-12-2022,18871.94922,18887.59961,18778.19922,18812.5
02-12-2022,18752.40039,18781.94922,18639.19922,18696.09961
05-12-2022,18719.55078,18728.59961,18591.34961,18701.05078
06-12-2022,18600.65039,18654.90039,18577.90039,18642.75
07-12-2022,18638.84961,18668.30078,18528.40039,18560.5
08-12-2022,18570.84961,18625,18536.94922,18609.34961
09-12-2022,18662.40039,18664.69922,18410.09961,18496.59961
12-12-2022,18402.15039,18521.55078,18345.69922,18497.15039
13-12-2022,18524.40039,18617.25,18490.19922,18608
14-12-2022,18671.25,18696.09961,18632.90039,18660.30078
15-12-2022,18614.40039,18652.90039,18387.69922,18414.90039
16-12-2022,18319.09961,18440.94922,18255.15039,18269
19-12-2022,18288.09961,18431.65039,18244.55078,18420.44922
20-12-2022,18340.30078,18404.90039,18202.65039,18385.30078
21-12-2022,18435.15039,18473.34961,18162.75,18199.09961
22-12-2022,18288.80078,18318.75,18068.59961,18127.34961
23-12-2022,17977.65039,18050.44922,17779.5,17806.80078
26-12-2022,17830.40039,18084.09961,17774.25,18014.59961
27-12-2022,18089.80078,18149.25,17967.44922,18132.30078
28-12-2022,18084.75,18173.09961,18068.34961,18122.5
29-12-2022,18045.69922,18229.69922,17992.80078,18191
30-12-2022,18259.09961,18265.25,18080.30078,18105.30078
02-01-2023,18131.69922,18215.15039,18086.5,18197.44922
03-01-2023,18163.19922,18251.94922,18149.80078,18232.55078
04-01-2023,18230.65039,18243,18020.59961,18042.94922
05-01-2023,18101.94922,18120.30078,17892.59961,17992.15039
06-01-2023,18008.05078,18047.40039,17795.55078,17859.44922
09-01-2023,17952.55078,18141.40039,17936.15039,18101.19922
10-01-2023,18121.30078,18127.59961,17856,17914.15039
11-01-2023,17924.25,17976.34961,17824.34961,17895.69922
12-01-2023,17920.84961,17945.80078,17761.65039,17858.19922
13-01-2023,17867.5,17999.34961,17774.25,17956.59961
16-01-2023,18033.15039,18049.65039,17853.65039,17894.84961
17-01-2023,17922.80078,18072.05078,17886.94922,18053.30078
18-01-2023,18074.30078,18183.75,18032.44922,18165.34961
19-01-2023,18119.80078,18155.19922,18063.75,18107.84961
20-01-2023,18115.59961,18145.44922,18016.19922,18027.65039
23-01-2023,18118.44922,18162.59961,18063.44922,18118.55078
24-01-2023,18183.94922,18201.25,18078.65039,18118.30078
25-01-2023,18093.34961,18100.59961,17846.15039,17891.94922
27-01-2023,17877.19922,17884.75,17493.55078,17604.34961
30-01-2023,17541.94922,17709.15039,17405.55078,17648.94922
31-01-2023,17731.44922,17735.69922,17537.55078,17662.15039
01-02-2023,17811.59961,17972.19922,17353.40039,17616.30078
02-02-2023,17517.09961,17653.90039,17445.94922,17610.40039
03-02-2023,17721.75,17870.30078,17584.19922,17854.05078
06-02-2023,17818.55078,17823.69922,17698.34961,17764.59961
07-02-2023,17790.09961,17811.15039,17652.55078,17721.5
08-02-2023,17750.30078,17898.69922,17744.15039,17871.69922
09-02-2023,17885.5,17916.90039,17779.80078,17893.44922
10-02-2023,17847.55078,17876.94922,17801,17856.5
13-02-2023,17859.09961,17880.69922,17719.75,17770.90039
14-02-2023,17840.34961,17954.55078,17800.05078,17929.84961
15-02-2023,17896.59961,18034.09961,17853.80078,18015.84961
16-02-2023,18094.75,18134.75,18000.65039,18035.84961
17-02-2023,17974.84961,18034.25,17884.59961,17944.19922
20-02-2023,17965.55078,18004.34961,17818.40039,17844.59961
21-02-2023,17905.80078,17924.90039,17800.30078,17826.69922
22-02-2023,17755.34961,17772.5,17529.44922,17554.30078
23-02-2023,17574.65039,17620.05078,17455.40039,17511.25
24-02-2023,17591.34961,17599.75,17421.80078,17465.80078
27-02-2023,17428.59961,17451.59961,17299,17392.69922
28-02-2023,17383.25,17440.44922,17255.19922,17303.94922
01-03-2023,17360.09961,17467.75,17345.25,17450.90039
02-03-2023,17421.5,17445.80078,17306,17321.90039
03-03-2023,17451.25,17644.75,17427.69922,17594.34961
06-03-2023,17680.34961,17799.94922,17671.94922,17711.44922
08-03-2023,17665.75,17766.5,17602.25,17754.40039
09-03-2023,17772.05078,17772.34961,17573.59961,17589.59961
10-03-2023,17443.80078,17451.5,17324.34961,17412.90039
13-03-2023,17421.90039,17529.90039,17113.44922,17154.30078
14-03-2023,17160.55078,17224.65039,16987.09961,17043.30078
15-03-2023,17166.44922,17211.34961,16938.90039,16972.15039
16-03-2023,16994.65039,17062.44922,16850.15039,16985.59961
17-03-2023,17111.80078,17145.80078,16958.15039,17100.05078
20-03-2023,17066.59961,17066.59961,16828.34961,16988.40039
21-03-2023,17060.40039,17127.69922,17016,17107.5
22-03-2023,17177.44922,17207.25,17107.84961,17151.90039
23-03-2023,17097.40039,17205.40039,17045.30078,17076.90039
24-03-2023,17076.19922,17109.44922,16917.34961,16945.05078
27-03-2023,16984.30078,17091,16918.55078,16985.69922
28-03-2023,17031.75,17061.75,16913.75,16951.69922
29-03-2023,16977.30078,17126.15039,16940.59961,17080.69922
31-03-2023,17210.34961,17381.59961,17204.65039,17359.75
03-04-2023,17427.94922,17428.05078,17312.75,17398.05078
05-04-2023,17422.30078,17570.55078,17402.69922,17557.05078
06-04-2023,17533.84961,17638.69922,17502.84961,17599.15039
10-04-2023,17634.90039,17694.09961,17597.94922,17624.05078
11-04-2023,17704.80078,17748.75,17655.15039,17722.30078
12-04-2023,17759.55078,17825.75,17717.25,17812.40039
13-04-2023,17807.30078,17842.15039,17729.65039,17828
17-04-2023,17863,17863,17574.05078,17706.84961
18-04-2023,17766.59961,17766.59961,17610.19922,17660.15039
19-04-2023,17653.34961,17666.15039,17579.84961,17618.75
20-04-2023,17638.59961,17684.44922,17584.34961,17624.44922
21-04-2023,17639.75,17663.19922,17553.94922,17624.05078
24-04-2023,17707.55078,17754.5,17612.5,17743.40039
25-04-2023,17761.55078,17807.44922,17716.84961,17769.25
26-04-2023,17767.30078,17827.75,17711.19922,17813.59961
27-04-2023,17813.09961,17931.59961,17797.90039,17915.05078
28-04-2023,17950.40039,18089.15039,17885.30078,18065
02-05-2023,18124.80078,18180.25,18101.75,18147.65039
03-05-2023,18113.80078,18116.34961,18042.40039,18089.84961
04-05-2023,18081,18267.44922,18066.69922,18255.80078
05-05-2023,18117.30078,18216.94922,18055.44922,18069
08-05-2023,18120.59961,18286.94922,18100.30078,18264.40039
09-05-2023,18303.40039,18344.19922,18229.65039,18265.94922
10-05-2023,18313.59961,18326.75,18211.94922,18315.09961
11-05-2023,18357.80078,18389.69922,18270.40039,18297
12-05-2023,18273.75,18342.75,18194.55078,18314.80078
15-05-2023,18339.30078,18458.90039,18287.90039,18398.84961
16-05-2023,18432.34961,18432.34961,18264.34961,18286.5
17-05-2023,18300.44922,18309,18115.34961,18181.75
18-05-2023,18287.5,18297.19922,18104.84961,18129.94922
19-05-2023,18186.15039,18218.09961,18060.40039,18203.40039
22-05-2023,18201.09961,18335.25,18178.84961,18314.40039
23-05-2023,18362.90039,18419.75,18324.19922,18348
24-05-2023,18294.80078,18392.59961,18262.94922,18285.40039
25-05-2023,18268.90039,18338.09961,18202.40039,18321.15039
26-05-2023,18368.34961,18508.55078,18333.15039,18499.34961
29-05-2023,18619.15039,18641.19922,18581.25,18598.65039
30-05-2023,18606.65039,18662.44922,18575.5,18633.84961
31-05-2023,18594.19922,18603.90039,18483.84961,18534.40039
01-06-2023,18579.40039,18580.30078,18464.55078,18487.75
02-06-2023,18550.84961,18573.69922,18478.40039,18534.09961
05-06-2023,18612,18640.15039,18582.80078,18593.84961
06-06-2023,18600.80078,18622.75,18531.59961,18599
07-06-2023,18665.59961,18738.94922,18636,18726.40039
08-06-2023,18725.34961,18777.90039,18615.59961,18634.55078
09-06-2023,18655.90039,18676.65039,18555.40039,18563.40039
12-06-2023,18595.05078,18633.59961,18559.75,18601.5
13-06-2023,18631.80078,18728.90039,18631.80078,18716.15039
14-06-2023,18744.59961,18769.69922,18690,18755.90039
15-06-2023,18774.44922,18794.09961,18669.05078,18688.09961
16-06-2023,18723.30078,18864.69922,18710.5,18826
19-06-2023,18873.30078,18881.44922,18719.15039,18755.44922
20-06-2023,18752.34961,18839.69922,18660.65039,18816.69922
21-06-2023,18849.40039,18875.90039,18794.84961,18856.84961
22-06-2023,18853.59961,18886.59961,18759.5,18771.25
23-06-2023,18741.84961,18756.40039,18647.09961,18665.5
26-06-2023,18682.34961,18722.05078,18646.69922,18691.19922
27-06-2023,18748.55078,18829.25,18714.25,18817.40039
28-06-2023,18908.15039,19011.25,18861.34961,18972.09961
30-06-2023,19076.84961,19201.69922,19024.59961,19189.05078
03-07-2023,19246.5,19345.09961,19234.40039,19322.55078
04-07-2023,19406.59961,19434.15039,19300,19389
05-07-2023,19405.94922,19421.59961,19339.59961,19398.5
06-07-2023,19385.69922,19512.19922,19373,19497.30078
07-07-2023,19422.80078,19523.59961,19303.59961,19331.80078
10-07-2023,19400.34961,19435.84961,19327.09961,19355.90039
11-07-2023,19427.09961,19515.09961,19406.44922,19439.40039
12-07-2023,19497.44922,19507.69922,19361.75,19384.30078
13-07-2023,19495.19922,19567,19385.80078,19413.75
14-07-2023,19493.44922,19595.34961,19433.5,19564.5
17-07-2023,19612.15039,19731.84961,19562.94922,19711.44922
18-07-2023,19787.5,19819.44922,19690.19922,19749.25
19-07-2023,19802.94922,19851.69922,19727.44922,19833.15039
20-07-2023,19831.69922,19991.84961,19758.40039,19979.15039
21-07-2023,19800.44922,19887.40039,19700,19745
24-07-2023,19748.44922,19782.75,19658.30078,19672.34961
25-07-2023,19729.34961,19729.34961,19615.94922,19680.59961
26-07-2023,19733.34961,19825.59961,19716.69922,19778.30078
27-07-2023,19850.90039,19867.55078,19603.55078,19659.90039
28-07-2023,19659.75,19695.90039,19563.09961,19646.05078
31-07-2023,19666.34961,19772.75,19597.59961,19753.80078
01-08-2023,19784,19795.59961,19704.59961,19733.55078
02-08-2023,19655.40039,19678.25,19423.55078,19526.55078
03-08-2023,19463.75,19537.65039,19296.44922,19381.65039
04-08-2023,19462.80078,19538.84961,19436.44922,19517
07-08-2023,19576.84961,19620.44922,19524.80078,19597.30078
08-08-2023,19627.19922,19634.40039,19533.09961,19570.84961
09-08-2023,19578.80078,19645.5,19467.5,19632.55078
10-08-2023,19605.55078,19623.59961,19495.40039,19543.09961
11-08-2023,19554.25,19557.75,19412.75,19428.30078
14-08-2023,19383.94922,19465.84961,19257.90039,19434.55078
16-08-2023,19369,19482.75,19317.19922,19465
17-08-2023,19450.55078,19461.55078,19326.25,19365.25
18-08-2023,19301.75,19373.80078,19253.59961,19310.15039
21-08-2023,19320.65039,19425.94922,19296.30078,19393.59961
22-08-2023,19417.09961,19443.5,19381.30078,19396.44922
23-08-2023,19439.19922,19472.05078,19366.59961,19444
24-08-2023,19535.15039,19584.44922,19369,19386.69922
25-08-2023,19297.40039,19339.55078,19229.69922,19265.80078
28-08-2023,19298.34961,19366.84961,19249.69922,19306.05078
29-08-2023,19374.84961,19377.90039,19309.09961,19342.65039
30-08-2023,19433.44922,19452.80078,19334.75,19347.44922
31-08-2023,19375.55078,19388.19922,19223.65039,19253.80078
01-09-2023,19258.15039,19458.55078,19255.69922,19435.30078
04-09-2023,19525.05078,19545.15039,19432.84961,19528.80078
05-09-2023,19564.65039,19587.05078,19525.75,19574.90039
06-09-2023,19581.19922,19636.44922,19491.5,19611.05078
07-09-2023,19598.65039,19737,19550.05078,19727.05078
08-09-2023,19774.80078,19867.15039,19727.05078,19819.94922
11-09-2023,19890,20008.15039,19865.34961,19996.34961
12-09-2023,20110.15039,20110.34961,19914.65039,19993.19922
13-09-2023,19989.5,20096.90039,19944.09961,20070
14-09-2023,20127.94922,20167.65039,20043.44922,20103.09961
15-09-2023,20156.44922,20222.44922,20129.69922,20192.34961
18-09-2023,20155.94922,20195.34961,20115.69922,20133.30078
20-09-2023,19980.75,20050.65039,19878.84961,19901.40039
21-09-2023,19840.55078,19848.75,19709.94922,19742.34961
22-09-2023,19744.84961,19798.65039,19657.5,19674.25
25-09-2023,19678.19922,19734.15039,19601.55078,19674.55078
26-09-2023,19682.80078,19699.34961,19637.44922,19664.69922
27-09-2023,19637.05078,19730.69922,19554,19716.44922
28-09-2023,19761.80078,19766.65039,19492.09961,19523.55078
29-09-2023,19581.19922,19726.25,19551.05078,19638.30078
03-10-2023,19622.40039,19623.19922,19479.65039,19528.75
04-10-2023,19446.30078,19457.80078,19333.59961,19436.09961
05-10-2023,19521.84961,19576.94922,19487.30078,19545.75
06-10-2023,19621.19922,19675.75,19589.40039,19653.5
09-10-2023,19539.44922,19588.94922,19480.5,19512.34961
10-10-2023,19565.59961,19717.80078,19565.44922,19689.84961
11-10-2023,19767,19839.19922,19756.94922,19811.34961
12-10-2023,19822.69922,19843.30078,19772.65039,19794
13-10-2023,19654.55078,19805.40039,19635.30078,19751.05078
16-10-2023,19737.25,19781.30078,19691.84961,19731.75
17-10-2023,19843.19922,19849.75,19775.65039,19811.5
18-10-2023,19820.44922,19840.94922,19659.94922,19671.09961
19-10-2023,19545.19922,19681.80078,19512.34961,19624.69922
20-10-2023,19542.15039,19593.80078,19518.69922,19542.65039
23-10-2023,19521.59961,19556.84961,19257.84961,19281.75
25-10-2023,19286.44922,19347.30078,19074.15039,19122.15039
26-10-2023,19027.25,19041.69922,18837.84961,18857.25
27-10-2023,18928.75,19076.15039,18926.65039,19047.25
30-10-2023,19053.40039,19158.5,18940,19140.90039
31-10-2023,19232.94922,19233.69922,19056.44922,19079.59961
01-11-2023,19064.05078,19096.05078,18973.69922,18989.15039
02-11-2023,19120,19175.25,19064.15039,19133.25
03-11-2023,19241,19276.25,19210.90039,19230.59961
06-11-2023,19345.84961,19423,19309.69922,19411.75
07-11-2023,19404.05078,19423.5,19329.09961,19406.69922
08-11-2023,19449.59961,19464.40039,19401.5,19443.5
09-11-2023,19457.40039,19463.90039,19378.34961,19395.30078
10-11-2023,19351.84961,19451.30078,19329.44922,19425.34961
13-11-2023,19486.75,19494.40039,19414.75,19443.55078
15-11-2023,19651.40039,19693.19922,19579.65039,19675.44922
16-11-2023,19674.69922,19875.25,19627,19765.19922
17-11-2023,19674.75,19806,19667.44922,19731.80078
20-11-2023,19731.15039,19756.44922,19670.5,19694
21-11-2023,19770.90039,19829.09961,19754.05078,19783.40039
22-11-2023,19784,19825.55078,19703.84961,19811.84961
23-11-2023,19828.44922,19875.15039,19786.75,19802
24-11-2023,19809.59961,19832.84961,19768.84961,19794.69922
28-11-2023,19844.65039,19916.84961,19800,19889.69922
29-11-2023,19976.55078,20104.65039,19956.30078,20096.59961
30-11-2023,20108.5,20158.69922,20015.84961,20133.15039
01-12-2023,20194.09961,20291.55078,20183.69922,20267.90039
04-12-2023,20601.94922,20702.65039,20507.75,20686.80078
05-12-2023,20808.90039,20864.05078,20711.15039,20855.09961
06-12-2023,20950.75,20961.94922,20852.15039,20937.69922
07-12-2023,20932.40039,20941.25,20850.80078,20901.15039
08-12-2023,20934.09961,21006.09961,20862.69922,20969.40039
11-12-2023,20965.30078,21026.09961,20923.69922,20997.09961
12-12-2023,21018.55078,21037.90039,20867.15039,20906.40039
13-12-2023,20929.75,20950,20769.5,20926.34961
14-12-2023,21110.40039,21210.90039,21074.44922,21182.69922
15-12-2023,21287.44922,21492.30078,21235.30078,21456.65039
18-12-2023,21434.80078,21482.80078,21365.34961,21418.65039
19-12-2023,21477.65039,21505.05078,21337.75,21453.09961
20-12-2023,21543.5,21593,21087.34961,21150.15039
21-12-2023,21033.94922,21288.34961,20976.80078,21255.05078
22-12-2023,21295.84961,21390.5,21232.44922,21349.40039
26-12-2023,21365.19922,21477.15039,21329.44922,21441.34961
27-12-2023,21497.65039,21675.75,21495.80078,21654.75
28-12-2023,21715,21801.44922,21678,21778.69922
29-12-2023,21737.65039,21770.30078,21676.90039,21731.40039
01-01-2024,21727.75,21834.34961,21680.84961,21741.90039
02-01-2024,21751.34961,21755.59961,21555.65039,21665.80078
03-01-2024,21661.09961,21677,21500.34961,21517.34961
04-01-2024,21605.80078,21685.65039,21564.55078,21658.59961
05-01-2024,21705.75,21749.59961,21629.19922,21710.80078
08-01-2024,21747.59961,21763.94922,21492.90039,21513
09-01-2024,21653.59961,21724.44922,21517.84961,21544.84961
10-01-2024,21529.30078,21641.84961,21448.65039,21618.69922
11-01-2024,21688,21726.5,21593.75,21647.19922
12-01-2024,21773.55078,21928.25,21715.15039,21894.55078
15-01-2024,22053.15039,22115.55078,21963.55078,22097.44922
16-01-2024,22080.5,22124.15039,21969.80078,22032.30078
17-01-2024,21647.25,21851.5,21550.44922,21571.94922
18-01-2024,21414.19922,21539.40039,21285.55078,21462.25
19-01-2024,21615.19922,21670.59961,21575,21622.40039
23-01-2024,21716.69922,21750.25,21192.59961,21238.80078
24-01-2024,21185.25,21482.34961,21137.19922,21453.94922
25-01-2024,21454.59961,21459,21247.05078,21352.59961
29-01-2024,21433.09961,21763.25,21429.59961,21737.59961
30-01-2024,21775.75,21813.05078,21501.80078,21522.09961
31-01-2024,21487.25,21741.34961,21448.84961,21725.69922
01-02-2024,21780.65039,21832.94922,21658.75,21697.44922
02-02-2024,21812.75,22126.80078,21805.55078,21853.80078
05-02-2024,21921.05078,21964.30078,21726.94922,21771.69922
06-02-2024,21825.19922,21951.40039,21737.55078,21929.40039
07-02-2024,22045.05078,22053.30078,21860.15039,21930.5
08-02-2024,22009.65039,22011.05078,21665.30078,21717.94922
09-02-2024,21727,21804.44922,21629.90039,21782.5
12-02-2024,21800.80078,21831.69922,21574.75,21616.05078
13-02-2024,21664.30078,21766.80078,21543.34961,21743.25
14-02-2024,21578.15039,21870.84961,21530.19922,21840.05078
15-02-2024,21906.55078,21953.84961,21794.80078,21910.75
16-02-2024,22020.30078,22068.65039,21968.94922,22040.69922
19-02-2024,22103.44922,22186.65039,22021.05078,22122.25
20-02-2024,22099.19922,22215.59961,22045.84961,22196.94922
21-02-2024,22248.84961,22249.40039,21997.94922,22055.05078
22-02-2024,22081.55078,22252.5,21875.25,22217.44922
23-02-2024,22290,22297.5,22186.09961,22212.69922
26-02-2024,22169.19922,22202.15039,22075.15039,22122.05078
27-02-2024,22090.19922,22218.25,22085.65039,22198.34961
28-02-2024,22214.09961,22229.15039,21915.84961,21951.15039
29-02-2024,21935.19922,22060.55078,21860.65039,21982.80078
01-03-2024,22048.30078,22353.30078,22047.75,22338.75
